comdistnm,jobstatusdesc,licencetypes,tradename,first_iss_dt,industry_sector,is_growth,community_volume,impact_weight,is_licensed,vitality_index,recent_growth_count,strategic_action
SUNRIDGE,Pending Renewal,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",BBQ CHICKEN LONDON SQUARE,2023-07-07 08:02:00,Food & Beverage,0,385,4.7,0,0.12,943,URGENT INTERVENTION
HIGHFIELD,Renewal Licensed,WHOLESALER,BARTLE & GIBSON CO,2019-04-12 05:33:17,Wholesaler,0,441,5.38,0,0.1,73,URGENT INTERVENTION
SUNRIDGE,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",PLATINUM MITSUBISHI,2004-02-04 07:43:23,Retail Trade,0,385,4.7,0,0.12,894,URGENT INTERVENTION
MOUNT PLEASANT,Pending Renewal,"ENTERTAINMENT ESTABLISHMENT,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",4TH SPOT KITCHEN & BAR,2011-06-15 16:19:08,Food & Beverage,0,71,0.87,0,0.08,943,STABLE OPERATIONS
SKYLINE WEST,Renewal Invoiced,CONTRACTOR,GENTLEMEN PLUMBERS (THE),2018-05-07 11:06:06,Construction & Trades,0,84,1.02,0,0.05,404,STABLE OPERATIONS
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,FOSSIL,2010-12-27 11:22:02,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
SALVAGE YARD/AUTO WRECKER,
MOTOR VEHICLE REPAIR AND SERVICE (1)",UNION AUTO CARE,2022-10-19 08:45:59,Retail Trade,0,223,2.72,0,0.1,894,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),ROOSTER BUILDING GROUP,2022-03-21 13:58:54,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
LINCOLN PARK,Renewal Licensed,MASSAGE CENTRE (COMMERCIAL),HI MASSAGE,2022-10-21 15:56:26,Massage,0,80,0.98,0,0.21,88,STABLE OPERATIONS
HIGHFIELD,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),DECO WINDSHIELD REPAIR,2008-06-16 10:44:08,Automotive,0,441,5.38,0,0.1,80,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1),
WHOLESALER",U A P / N A P A WESTERN AUTOMOTIVE,2001-06-01 00:00:00,Retail Trade,0,496,6.05,0,0.1,894,URGENT INTERVENTION
MCCALL,Renewal Licensed,FURNITURE REFINISHING,FINISHING TRADITIONS,2001-06-01 00:00:00,Furniture,0,387,4.72,0,0.15,0,URGENT INTERVENTION
FOREST HEIGHTS,Pending Renewal,CANNABIS STORE,LEAF LIFE,2020-06-19 11:50:01,Retail Trade,0,30,0.37,0,0.03,894,STABLE OPERATIONS
HIGHFIELD,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),DECO WINDSHIELD REPAIR,2015-07-06 10:17:23,Automotive,0,441,5.38,0,0.1,80,URGENT INTERVENTION
BEDDINGTON HEIGHTS,Pending Renewal,LODGING HOUSE,CALGARY STAR COZY HOME,2025-06-12 15:12:33,Lodging,1,52,0.63,0,0.06,6,STABLE OPERATIONS
UNIVERSITY HEIGHTS,Licensed,FOOD SERVICE - PREMISES (NO SEATING),GOODEARTH COFFEEHOUSE - KINESIOLOGY,2025-08-22 11:37:03,Food & Beverage,1,68,0.83,1,0.15,943,STABLE OPERATIONS
FOOTHILLS,Pending Renewal,WHOLESALER,APEX DISTRIBUTION,2006-06-05 07:59:17,Wholesaler,0,850,10.37,0,0.09,73,URGENT INTERVENTION
PUMP HILL,Renewal Licensed,FULL SERVICE FOOD VEHICLE,CALGARY MINI DONUTS (CGY-980),2016-08-12 09:24:53,Food & Beverage,0,5,0.06,0,0.0,943,STABLE OPERATIONS
EAST FAIRVIEW INDUSTRIAL,Renewal Licensed,"MANUFACTURER,
CONTRACTOR",ROLLING MIX CONCRETE,2001-06-01 00:00:00,Construction & Trades,0,151,1.84,0,0.06,404,MONITOR FRICTION
ACADIA,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),JOLLIBEE,2020-04-02 09:01:40,Food & Beverage,0,198,2.41,0,0.14,943,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES",MARTKIT,2026-02-26 10:38:06,Retail Trade,1,827,10.09,1,0.1,894,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",EDIBLE ARRANGEMENTS,2024-09-06 10:22:22,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
CALGARY INTERNATIONAL AIRPORT,Renewal Licensed,WHOLESALER,CONDOR AIRCRAFT ACCESSORIES,2001-06-01 00:00:00,Wholesaler,0,198,2.41,0,0.07,73,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,WHOLESALER,KISMET SOLUTIONS,2018-05-12 05:32:04,Wholesaler,0,830,10.12,0,0.13,73,URGENT INTERVENTION
SHEPARD INDUSTRIAL,Renewal Licensed,MANUFACTURER,LIFEFORM FURNITURE MANUFACTURING,2004-10-18 07:09:22,Manufacturer,0,197,2.4,0,0.09,72,URGENT INTERVENTION
DOWNTOWN COMMERCIAL CORE,Pending Renewal,"ENTERTAINMENT ESTABLISHMENT,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES",CALGARY GRAND THEATRE SOCIETY (THE),2016-06-15 13:24:38,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"MOTOR VEHICLE DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",DRIVE PRODUCTS,2008-01-23 12:30:37,Retail Trade,0,576,7.02,0,0.08,894,URGENT INTERVENTION
MEADOWLARK PARK,Renewal Licensed,RETAIL DEALER - PREMISES,CHINOOK OPTOMETRIC CLINIC,2014-09-08 15:41:26,Retail Trade,0,209,2.55,0,0.09,894,URGENT INTERVENTION
STONEGATE LANDING,Licensed,"CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),
CLEANING SERVICE (RESIDENTIAL ONLY)",IN CIRCLES GLASS,2026-03-04 09:15:35,Construction & Trades,1,62,0.76,1,0.23,404,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Licensed,RETAIL DEALER - PREMISES,BOWEST APPLIANCES,2011-03-04 13:23:59,Retail Trade,0,576,7.02,0,0.08,894,URGENT INTERVENTION
LINCOLN PARK,Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES (NO SEATING)",INS MARKET 8239,2026-03-27 13:24:17,Food & Beverage,1,80,0.98,1,0.21,943,STABLE OPERATIONS
CALGARY INTERNATIONAL AIRPORT,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",VIN ROOM YYC,2016-09-30 14:33:38,Food & Beverage,0,198,2.41,0,0.07,943,URGENT INTERVENTION
LINCOLN PARK,Renewal Licensed,"ENTERTAINMENT ESTABLISHMENT,
CHARITABLE ORGANIZATION,
MARKET,
RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES",STUDENTS' ASSOCIATION OF MOUNT ROYAL UNIVERSITY (THE),2001-06-01 00:00:00,Food & Beverage,0,80,0.98,0,0.21,943,STABLE OPERATIONS
WILLOW PARK,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES,
VAPE RETAILER",MAC'S CONVENIENCE STORE #2116,2018-05-17 14:21:00,Food & Beverage,0,313,3.82,0,0.1,943,URGENT INTERVENTION
BANKVIEW,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),VILLA MARIE,2001-06-01 00:00:00,Retail Trade,0,98,1.2,0,0.05,894,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Pending Renewal,WAREHOUSING,XPEL CANADA,2024-05-29 11:40:31,Warehousing,0,576,7.02,0,0.08,25,URGENT INTERVENTION
NORTH AIRWAYS,Pending Renewal,"MANUFACTURER,
CONTRACTOR",C & L CABINETS,2023-06-30 11:18:32,Construction & Trades,0,247,3.01,0,0.1,404,URGENT INTERVENTION
SPRUCE CLIFF,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),SPRUCE RIDGE ESTATES,2023-08-01 07:37:31,Retail Trade,0,48,0.59,0,0.02,894,STABLE OPERATIONS
STONEY 3,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),HONEST,2024-04-16 10:41:05,Food & Beverage,0,250,3.05,0,0.28,943,URGENT INTERVENTION
MAYLAND,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),VANTAGE ELECTRIC,2020-01-27 14:19:52,Construction & Trades,0,76,0.93,0,0.07,404,STABLE OPERATIONS
KINGSLAND,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",LEO FU'S SZECHWAN & PEKING RESTAURANT,2015-02-11 12:09:29,Food & Beverage,0,124,1.51,0,0.08,943,MONITOR FRICTION
DOWNTOWN COMMERCIAL CORE,Renewal Licensed,"TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SALTLIK STEAKHOUSE,2002-03-04 17:12:06,Food & Beverage,0,830,10.12,0,0.13,943,URGENT INTERVENTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,MANUFACTURER,HEIDELBERG MATERIALS CANADA,2018-03-07 09:17:56,Manufacturer,0,576,7.02,0,0.08,72,URGENT INTERVENTION
COUNTRY HILLS VILLAGE,Renewal Licensed,PERSONAL SERVICE,ACCENTRIC DESIGNS,2006-12-21 11:57:20,Personal,0,60,0.73,0,0.03,449,STABLE OPERATIONS
FOOTHILLS,Licensed,MANUFACTURER,FALLEN TIMBER FURNITURE,2026-03-02 16:03:10,Manufacturer,1,850,10.37,1,0.09,72,URGENT INTERVENTION
UNIVERSITY HEIGHTS,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),UMI SUSHI EXPRESS,2012-09-17 12:09:36,Food & Beverage,0,68,0.83,0,0.15,943,STABLE OPERATIONS
ROYAL VISTA,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",EMERALD AND SKIN AESTHETIC,2023-04-25 08:57:10,Retail Trade,0,169,2.06,0,0.08,894,URGENT INTERVENTION
FAIRVIEW,Pending Renewal,RETAIL DEALER - PREMISES,WINNERS APPAREL - STORE #243,2001-06-01 00:00:00,Retail Trade,0,56,0.68,0,0.21,894,STABLE OPERATIONS
WEST HILLHURST,Renewal Invoiced,PERSONAL SERVICE,BELLEVA,2021-05-20 16:44:05,Personal,0,125,1.52,0,0.17,449,MONITOR FRICTION
WINDSOR PARK,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES",LAGREE YYC,2015-02-20 15:16:24,Retail Trade,0,64,0.78,0,0.2,894,STABLE OPERATIONS
WHITEHORN,Renewal Invoiced,FOOD SERVICE - PREMISES (NO SEATING),THREE BROTHERS PIZZA,2015-05-06 16:36:53,Food & Beverage,0,29,0.35,0,0.07,943,STABLE OPERATIONS
SUNNYSIDE,Renewal Licensed,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),CONSTELLATION APARTMENT,2017-10-14 05:31:56,Retail Trade,0,98,1.2,0,0.13,894,STABLE OPERATIONS
BRENTWOOD,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),PIZZA HUT #2873,2024-02-08 13:37:50,Food & Beverage,0,182,2.22,0,0.12,943,URGENT INTERVENTION
COUNTRY HILLS VILLAGE,Licensed,FOOD SERVICE - PREMISES (SEATING),SUBWAY,2026-01-27 16:08:21,Food & Beverage,1,60,0.73,1,0.03,943,STABLE OPERATIONS
FOREST LAWN INDUSTRIAL,Licensed,RETAIL DEALER - PREMISES,FREEDOM MOBILE,2025-08-28 08:38:03,Retail Trade,1,149,1.82,1,0.15,894,MONITOR FRICTION
STONEGATE LANDING,Licensed,"MANUFACTURER,
CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)",HOMEBUILDING LIMITED PARTNERSHIP,2026-02-23 10:10:55,Construction & Trades,1,62,0.76,1,0.23,404,STABLE OPERATIONS
EAST SHEPARD INDUSTRIAL,Renewal Invoiced,"AUTO BODY SHOP,
MOTOR VEHICLE REPAIR AND SERVICE (1)",DILAWRI COLLISION CENTRE,2014-05-16 08:09:27,Retail Trade,0,576,7.02,0,0.08,894,URGENT INTERVENTION
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,DYNAMITE,2011-10-12 05:53:42,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Licensed,AUTO BODY SHOP,MAX-ART AUTOBODY,2026-02-05 15:50:59,Retail Trade,1,827,10.09,1,0.1,894,URGENT INTERVENTION
HILLHURST,Renewal Licensed,"RETAIL DEALER - PREMISES,
DISTRIBUTION MANAGER",ON-SITE COMPUTER SOLUTIONS,2017-12-11 05:30:40,Retail Trade,0,247,3.01,0,0.17,894,URGENT INTERVENTION
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,BEST BUY EXPRESS,2009-11-04 05:39:19,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
ROYAL VISTA,Renewal Licensed,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",REVIVE RX PHARMACY AND TRAVEL CLINIC,2023-03-09 12:00:10,Food & Beverage,0,169,2.06,0,0.08,943,URGENT INTERVENTION
VARSITY,Licensed,MASSAGE CENTRE (COMMERCIAL),V-HEALTH REHAB CLINIC,2025-07-23 08:35:29,Massage,1,259,3.16,1,0.1,88,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Renewal Licensed,"ALARM AGENCY,
CONTRACTOR",TROTTER & MORTON BUILDING TECHNOLOGIES,2006-07-13 14:22:48,Construction & Trades,0,827,10.09,0,0.1,404,URGENT INTERVENTION
RESIDUAL WARD 10 - SUB AREA 10E,Renewal Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),ROAD SAVERS WESTERN,2014-07-29 05:32:59,Construction & Trades,0,11,0.13,0,0.0,404,STABLE OPERATIONS
WOODBINE,Renewal Licensed,"RETAIL DEALER - PREMISES,
CANNABIS STORE",VALUE BUDS AT WOODBINE,2021-05-07 16:08:42,Retail Trade,0,23,0.28,0,0.04,894,STABLE OPERATIONS
LAKE BONAVISTA,Renewal Licensed,"TOBACCO RETAILER,
RETAIL DEALER - PREMISES",TOBACCO TOWN,2014-01-18 05:33:32,Retail Trade,0,132,1.61,0,0.08,894,MONITOR FRICTION
MOUNT PLEASANT,Pending Renewal,FOOD SERVICE - PREMISES,RESONANCE WELLNESS,2015-06-18 05:34:41,Food & Beverage,0,71,0.87,0,0.08,943,STABLE OPERATIONS
ARBOUR LAKE,Renewal Licensed,"MOTOR VEHICLE DEALER - NO PREMISES,
RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",GO GLASS & ACCESSORIES,2019-03-11 15:54:22,Retail Trade,0,204,2.49,0,0.07,894,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,"MANUFACTURER,
CONTRACTOR",MOUNTAIN FRESH CANADA,2011-08-31 13:51:52,Construction & Trades,0,496,6.05,0,0.1,404,URGENT INTERVENTION
SOUTH FOOTHILLS,Renewal Licensed,MANUFACTURER,G E M,2004-10-21 15:09:50,Manufacturer,0,123,1.5,0,0.12,72,MONITOR FRICTION
WILLOW PARK,Renewal Licensed,RETAIL DEALER - PREMISES,ALBERTA MOTOR ASSOCIATION,2016-11-17 05:32:18,Retail Trade,0,313,3.82,0,0.1,894,URGENT INTERVENTION
STONEY 3,Licensed,RETAIL DEALER - PREMISES,STANDARD WEAR,2025-10-16 13:20:51,Retail Trade,1,250,3.05,1,0.28,894,URGENT INTERVENTION
SHERWOOD,Renewal Licensed,RETAIL DEALER - PREMISES,LA VIE EN ROSE,2016-11-14 10:39:10,Retail Trade,0,76,0.93,0,0.09,894,STABLE OPERATIONS
FOREST LAWN,Renewal Licensed,"TOBACCO RETAILER,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",PHO BINH MINH RESTAURANT,2001-06-01 00:00:00,Food & Beverage,0,160,1.95,0,0.09,943,MONITOR FRICTION
FOOTHILLS,Renewal Licensed,WHOLESALER,PROQUIP SALES,2010-03-24 14:59:10,Wholesaler,0,850,10.37,0,0.09,73,URGENT INTERVENTION
RAMSAY,Renewal Invoiced,"RETAIL DEALER - PREMISES,
MOTOR VEHICLE REPAIR AND SERVICE (1)",J P AUTO SERVICE,2024-04-16 15:59:08,Retail Trade,0,40,0.49,0,0.05,894,STABLE OPERATIONS
GOLDEN TRIANGLE,Pending Renewal,MOTOR VEHICLE REPAIR AND SERVICE (1),EVOKE AUTO SPA,2024-06-27 11:30:12,Automotive,0,72,0.88,0,0.07,80,STABLE OPERATIONS
THORNCLIFFE,Renewal Licensed,MASSAGE CENTRE (COMMERCIAL),DR K B JENKINS,2002-11-05 05:35:38,Massage,0,64,0.78,0,0.09,88,STABLE OPERATIONS
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,MANUFACTURER,JOE JAY'S WELDING,2001-06-01 00:00:00,Manufacturer,0,359,4.38,0,0.09,72,URGENT INTERVENTION
SOUTH AIRWAYS,Pending Renewal,PERSONAL SERVICE,COYOTE DEN,2021-06-22 15:11:24,Personal,0,496,6.05,0,0.1,449,URGENT INTERVENTION
SOUTH AIRWAYS,Renewal Licensed,WHOLESALER,TRENTECH OFFICE PRODUCTS SALES / B&R VENDING DISTRIBUTORS,2001-06-01 00:00:00,Wholesaler,0,496,6.05,0,0.1,73,URGENT INTERVENTION
ALYTH/BONNYBROOK,Renewal Licensed,MOTOR VEHICLE DEALER - PREMISES,R7 USED CARS,2016-01-18 11:23:07,Retail Trade,0,223,2.72,0,0.1,894,URGENT INTERVENTION
FOOTHILLS,Renewal Licensed,"WHOLESALER,
WAREHOUSING",WEBER SUPPLY COMPANY,2011-03-21 12:22:20,"Wholesaler,",0,850,10.37,0,0.09,8,URGENT INTERVENTION
SOUTHVIEW,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SAIGON CHEF RESTAURANT,2023-04-19 14:07:34,Food & Beverage,0,92,1.12,0,0.11,943,STABLE OPERATIONS
MISSION,Renewal Licensed,CONTRACTOR,HOPEWELL RESIDENTIAL MANAGEMENT,2017-01-19 10:16:45,Construction & Trades,0,164,2.0,0,0.13,404,MONITOR FRICTION
EASTFIELD,Pending Renewal,MANUFACTURER,CLEANO2 CARBON CAPTURE TECHNOLOGIES,2023-07-07 10:16:28,Manufacturer,0,115,1.4,0,0.06,72,MONITOR FRICTION
DOWNTOWN EAST VILLAGE,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",NUPO,2020-01-02 12:05:50,Food & Beverage,0,65,0.79,0,0.08,943,STABLE OPERATIONS
COPPERFIELD,Renewal Licensed,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",STARBUCKS COFFEE #4853,2008-02-07 14:55:44,Food & Beverage,0,32,0.39,0,0.06,943,STABLE OPERATIONS
DOWNTOWN COMMERCIAL CORE,Renewal Invoiced,APARTMENT BUILDING OPERATOR (4 OR MORE STOREYS),APARTMENT BUILDING,2024-04-19 08:34:33,Retail Trade,0,830,10.12,0,0.13,894,URGENT INTERVENTION
MANCHESTER INDUSTRIAL,Pending Renewal,"RETAIL DEALER - PREMISES,
WHOLESALER",ESPRESSO WORKS,2017-07-07 12:31:08,Retail Trade,0,827,10.09,0,0.1,894,URGENT INTERVENTION
ACADIA,Renewal Licensed,"MASSAGE CENTRE (COMMERCIAL),
RETAIL DEALER - PREMISES",AZURE WELLNESS,2022-11-28 15:10:19,Retail Trade,0,198,2.41,0,0.14,894,URGENT INTERVENTION
WEST SPRINGS,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),A & P CHINESE FOOD EXPRESS,2015-07-28 07:54:52,Food & Beverage,0,113,1.38,0,0.23,943,MONITOR FRICTION
HILLHURST,Renewal Licensed,RETAIL DEALER - PREMISES,PET PLANET,2022-01-17 16:42:53,Retail Trade,0,247,3.01,0,0.17,894,URGENT INTERVENTION
BOWNESS,Pending Renewal,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SEASONS OF BOWNESS PARK,2016-06-22 15:33:00,Food & Beverage,0,151,1.84,0,0.13,943,MONITOR FRICTION
GREENVIEW INDUSTRIAL PARK,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),SUBWAY #53312,2012-01-12 14:25:07,Food & Beverage,0,359,4.38,0,0.09,943,URGENT INTERVENTION
LINCOLN PARK,Renewal Licensed,CONTRACTOR,LOGEL HOMES,2025-01-30 08:25:48,Construction & Trades,0,80,0.98,0,0.21,404,STABLE OPERATIONS
FRANKLIN,Renewal Licensed,"MANUFACTURER,
RETAIL DEALER - PREMISES,
WHOLESALER",CALGARY TENT & AWNING,2001-06-01 00:00:00,Retail Trade,0,332,4.05,0,0.1,894,URGENT INTERVENTION
VARSITY,Renewal Licensed,RETAIL DEALER - PREMISES,VOLCOM,2013-03-20 11:06:25,Retail Trade,0,259,3.16,0,0.1,894,URGENT INTERVENTION
EVANSTON,Renewal Licensed,RETAIL DEALER - PREMISES,COLOR ME MINE,2012-01-24 15:07:59,Retail Trade,0,85,1.04,0,0.05,894,STABLE OPERATIONS
ROYAL VISTA,Pending Renewal,"AMUSEMENT ARCADE,
PERSONAL SERVICE,
SCHOOL (PROV. NOT REQUIRED),
RETAIL DEALER - PREMISES",BIG LITTLE PARTIES,2024-06-06 14:35:45,Retail Trade,0,169,2.06,0,0.08,894,URGENT INTERVENTION
BRIDLEWOOD,Renewal Licensed,RETAIL DEALER - PREMISES,FREEDOM MOBILE,2012-09-06 14:39:33,Retail Trade,0,33,0.4,0,0.21,894,STABLE OPERATIONS
BANFF TRAIL,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",WEEDS CAFE,2001-06-01 00:00:00,Food & Beverage,0,65,0.79,0,0.06,943,STABLE OPERATIONS
WEST SPRINGS,Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",BEP VIETNAMESE COMFORT KITCHEN,2025-10-24 12:08:21,Food & Beverage,1,113,1.38,1,0.23,943,MONITOR FRICTION
SOUTH AIRWAYS,Renewal Invoiced,RETAIL DEALER - PREMISES,2 MEN AND A TRUCK,2016-04-21 09:52:31,Retail Trade,0,496,6.05,0,0.1,894,URGENT INTERVENTION
CLIFF BUNGALOW,Renewal Licensed,"PERSONAL SERVICE,
RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",EVOLVE WELL,2014-02-19 05:33:22,Food & Beverage,0,125,1.52,0,0.1,943,MONITOR FRICTION
HAYSBORO,Pending Renewal,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",BBQ CHICKEN SOUTHLAND,2022-06-16 14:49:21,Food & Beverage,0,212,2.59,0,0.13,943,URGENT INTERVENTION
DOUGLASDALE/GLEN,Renewal Invoiced,"RETAIL DEALER - PREMISES,
FOOD SERVICE - PREMISES",ROYAL CARE DOUGLASDALE PHARMACY,2015-05-13 10:17:15,Food & Beverage,0,69,0.84,0,0.1,943,STABLE OPERATIONS
SOUTH CALGARY,Renewal Licensed,FOOD SERVICE - PREMISES (NO SEATING),CONNIE AND JOHNS PIZZA,2021-09-17 11:22:58,Food & Beverage,0,198,2.41,0,0.22,943,URGENT INTERVENTION
EVANSTON,Pending Renewal,FOOD SERVICE - PREMISES (SEATING),BARBURRITO,2021-06-10 08:32:05,Food & Beverage,0,85,1.04,0,0.05,943,STABLE OPERATIONS
MANCHESTER INDUSTRIAL,Renewal Licensed,MANUFACTURER,ROYCE HOWLAND PRINT STUDIO,2024-10-08 15:54:24,Manufacturer,0,827,10.09,0,0.1,72,URGENT INTERVENTION
TUXEDO PARK,Renewal Invoiced,CLEANING SERVICE (COMMERCIAL ONLY),ABCO MAINTENANCE SYSTEMS,2017-04-20 05:30:25,Personal Services,0,156,1.9,0,0.1,20,MONITOR FRICTION
LOWER MOUNT ROYAL,Pending Renewal,APARTMENT BUILDING OPERATOR (1 TO 3 STOREYS),GISELA APARTMENTS,2003-06-28 05:34:40,Retail Trade,0,145,1.77,0,0.14,894,MONITOR FRICTION
EAST SHEPARD INDUSTRIAL,Renewal Licensed,"ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",SWISS CHALET/HARVEY'S,2019-10-11 11:13:47,Food & Beverage,0,576,7.02,0,0.08,943,URGENT INTERVENTION
MCKENZIE TOWNE,Renewal Licensed,"FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",A & W SOUTH TRAIL,2009-01-05 15:28:23,Food & Beverage,0,132,1.61,0,0.09,943,MONITOR FRICTION
FOOTHILLS,Licensed,CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED),CORNERSTONE BUILD,2026-03-25 08:09:05,Construction & Trades,1,850,10.37,1,0.09,404,URGENT INTERVENTION
MARLBOROUGH PARK,Renewal Licensed,FOOD SERVICE - PREMISES (SEATING),SIP-A-TEA - THE BUBBLE TEA EXPERTS,2022-11-04 14:26:37,Food & Beverage,0,70,0.85,0,0.07,943,STABLE OPERATIONS
SPRINGBANK HILL,Renewal Licensed,PERSONAL SERVICE,PURE HOT YOGA,2011-12-09 09:14:55,Personal,0,34,0.41,0,0.06,449,STABLE OPERATIONS
STONEY 3,Renewal Licensed,RETAIL DEALER - PREMISES,DEEPALI FASHIONS PVT,2022-09-07 13:47:44,Retail Trade,0,250,3.05,0,0.28,894,URGENT INTERVENTION
CRESCENT HEIGHTS,Renewal Licensed,"ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT),
FOOD SERVICE - PREMISES (SEATING)",CENTRAL GRAND COURT,2001-06-01 00:00:00,Food & Beverage,0,257,3.13,0,0.11,943,URGENT INTERVENTION
MISSION,Pending Renewal,"RETAIL DEALER - PREMISES,
ALCOHOL BEVERAGE SALES (RESTAURANT),
FOOD SERVICE - PREMISES (SEATING),
OUTDOOR PATIO",SEED N SALT,2017-06-08 11:51:59,Food & Beverage,0,164,2.0,0,0.13,943,MONITOR FRICTION
WOODBINE,Renewal Invoiced,PERSONAL SERVICE,GOLDEN BLADE BARBERSHOP,2023-05-03 10:21:55,Personal,0,23,0.28,0,0.04,449,STABLE OPERATIONS
